Round,anne.results...SampleIDs,Pred,True
18,TCGA-12-3653-01,cluster1,cluster1
18,TCGA-28-5209-01,cluster5,cluster1
18,TCGA-06-2569-01,cluster1,cluster1
19,TCGA-06-0210-01,cluster5,cluster2
19,TCGA-32-4213-01,cluster5,cluster5
19,TCGA-16-1045-01,cluster4,cluster2
19,TCGA-12-1597-01,cluster5,cluster2
19,TCGA-14-2554-01,cluster4,cluster4
20,TCGA-06-0210-01,cluster5,cluster2
20,TCGA-06-0649-01,cluster4,cluster4
20,TCGA-19-1390-01,cluster5,cluster5
20,TCGA-27-2526-01,cluster1,cluster1
20,TCGA-76-4928-01,cluster4,cluster5
21,TCGA-14-1034-01,cluster4,cluster4
21,TCGA-26-5135-01,cluster5,cluster5
21,TCGA-14-2554-01,cluster4,cluster4
21,TCGA-41-4097-01,cluster4,cluster1
21,TCGA-06-5418-01,cluster5,cluster5
22,TCGA-32-4213-01,cluster5,cluster5
22,TCGA-32-1982-01,cluster1,cluster1
22,TCGA-14-2554-01,cluster4,cluster4
22,TCGA-76-4928-01,cluster1,cluster5
22,TCGA-12-5299-01,cluster5,cluster5
23,TCGA-14-2554-01,cluster4,cluster4
23,TCGA-14-0790-01,cluster1,cluster1
23,TCGA-12-5299-01,cluster5,cluster5
23,TCGA-26-5135-01,cluster5,cluster5
23,TCGA-19-1390-01,cluster5,cluster5
24,TCGA-06-5418-01,cluster3,cluster5
24,TCGA-06-5416-01,cluster5,cluster5
24,TCGA-06-2570-01,cluster3,cluster3
24,TCGA-12-0616-01,cluster5,cluster5
24,TCGA-76-4929-01,cluster4,cluster5
25,TCGA-76-4929-01,cluster4,cluster5
25,TCGA-27-2526-01,cluster1,cluster1
25,TCGA-76-4932-01,cluster4,cluster3
25,TCGA-16-1045-01,cluster4,cluster2
25,TCGA-32-4213-01,cluster5,cluster5
26,TCGA-12-3653-01,cluster1,cluster1
26,TCGA-12-0616-01,cluster5,cluster5
26,TCGA-06-2569-01,cluster1,cluster1
26,TCGA-19-1390-01,cluster5,cluster5
26,TCGA-76-4931-01,cluster5,cluster4
27,TCGA-19-2625-01,cluster4,cluster4
27,TCGA-06-1804-01,cluster4,cluster4
27,TCGA-32-4213-01,cluster5,cluster5
27,TCGA-12-0616-01,cluster5,cluster5
27,TCGA-14-0790-01,cluster1,cluster1
28,TCGA-06-5410-01,cluster5,cluster5
28,TCGA-32-1982-01,cluster4,cluster1
28,TCGA-41-5651-01,cluster4,cluster5
28,TCGA-14-2554-01,cluster4,cluster4
28,TCGA-28-5209-01,cluster5,cluster1
29,TCGA-28-5209-01,cluster5,cluster1
29,TCGA-06-2569-01,cluster1,cluster1
29,TCGA-26-5135-01,cluster5,cluster5
29,TCGA-19-2625-01,cluster4,cluster4
29,TCGA-06-5408-01,cluster5,cluster5
30,TCGA-32-1982-01,cluster4,cluster1
30,TCGA-12-3653-01,cluster1,cluster1
30,TCGA-06-2569-01,cluster1,cluster1
30,TCGA-19-2625-01,cluster4,cluster4
30,TCGA-06-5417-01,cluster3,cluster3
31,TCGA-12-3653-01,cluster1,cluster1
31,TCGA-27-1832-01,cluster4,cluster4
31,TCGA-06-5416-01,cluster5,cluster5
31,TCGA-06-0210-01,cluster5,cluster2
31,TCGA-76-4928-01,cluster4,cluster5
32,TCGA-28-5209-01,cluster5,cluster1
32,TCGA-12-1597-01,cluster5,cluster2
32,TCGA-32-4213-01,cluster5,cluster5
32,TCGA-26-5135-01,cluster5,cluster5
32,TCGA-06-2569-01,cluster1,cluster1
33,TCGA-06-0168-01,cluster4,cluster4
33,TCGA-28-5209-01,cluster5,cluster1
33,TCGA-76-4932-01,cluster4,cluster3
33,TCGA-12-0616-01,cluster5,cluster5
33,TCGA-19-2625-01,cluster4,cluster4
34,TCGA-16-1045-01,cluster5,cluster2
34,TCGA-26-5135-01,cluster5,cluster5
34,TCGA-32-1982-01,cluster1,cluster1
34,TCGA-06-0157-01,cluster4,cluster4
34,TCGA-06-0210-01,cluster5,cluster2
35,TCGA-06-1804-01,cluster4,cluster4
35,TCGA-14-0790-01,cluster1,cluster1
35,TCGA-06-5408-01,cluster5,cluster5
35,TCGA-06-2563-01,cluster5,cluster1
35,TCGA-06-0168-01,cluster4,cluster4
36,TCGA-76-4929-01,cluster4,cluster5
36,TCGA-76-4932-01,cluster4,cluster3
36,TCGA-06-0168-01,cluster4,cluster4
36,TCGA-06-1804-01,cluster4,cluster4
36,TCGA-06-5418-01,cluster5,cluster5
37,TCGA-14-2554-01,cluster4,cluster4
37,TCGA-27-2526-01,cluster4,cluster1
37,TCGA-19-2625-01,cluster4,cluster4
37,TCGA-06-5416-01,cluster5,cluster5
37,TCGA-76-4929-01,cluster4,cluster5
38,TCGA-76-4928-01,cluster4,cluster5
38,TCGA-06-2569-01,cluster1,cluster1
38,TCGA-76-4931-01,cluster4,cluster4
38,TCGA-76-4929-01,cluster4,cluster5
38,TCGA-06-0157-01,cluster4,cluster4
39,TCGA-06-5418-01,cluster5,cluster5
39,TCGA-27-2526-01,cluster1,cluster1
39,TCGA-41-5651-01,cluster4,cluster5
39,TCGA-06-5408-01,cluster5,cluster5
39,TCGA-14-0790-01,cluster1,cluster1
40,TCGA-28-5209-01,cluster5,cluster1
40,TCGA-76-4929-01,cluster4,cluster5
40,TCGA-14-2554-01,cluster4,cluster4
40,TCGA-06-5410-01,cluster4,cluster5
40,TCGA-19-1390-01,cluster5,cluster5
41,TCGA-41-5651-01,cluster4,cluster5
41,TCGA-26-5135-01,cluster5,cluster5
41,TCGA-27-1832-01,cluster4,cluster4
41,TCGA-12-5299-01,cluster5,cluster5
41,TCGA-14-1823-01,cluster4,cluster4
42,TCGA-06-0649-01,cluster4,cluster4
42,TCGA-06-2569-01,cluster1,cluster1
42,TCGA-12-3653-01,cluster1,cluster1
42,TCGA-12-0616-01,cluster5,cluster5
42,TCGA-76-4932-01,cluster4,cluster3
43,TCGA-27-1835-01,cluster1,cluster1
43,TCGA-06-0157-01,cluster4,cluster4
43,TCGA-32-4213-01,cluster4,cluster5
43,TCGA-06-2569-01,cluster1,cluster1
43,TCGA-14-1034-01,cluster1,cluster4
44,TCGA-16-1045-01,cluster5,cluster2
44,TCGA-06-5408-01,cluster5,cluster5
44,TCGA-32-4213-01,cluster5,cluster5
44,TCGA-19-1390-01,cluster5,cluster5
44,TCGA-12-0616-01,cluster5,cluster5
45,TCGA-06-0210-01,cluster5,cluster2
45,TCGA-27-1832-01,cluster4,cluster4
45,TCGA-19-1390-01,cluster5,cluster5
45,TCGA-16-1045-01,cluster5,cluster2
45,TCGA-06-2569-01,cluster1,cluster1
46,TCGA-14-0790-01,cluster1,cluster1
46,TCGA-12-1597-01,cluster5,cluster2
46,TCGA-27-1832-01,cluster4,cluster4
46,TCGA-32-1982-01,cluster4,cluster1
46,TCGA-06-2563-01,cluster5,cluster1
47,TCGA-14-1034-01,cluster1,cluster4
47,TCGA-06-2569-01,cluster1,cluster1
47,TCGA-14-2554-01,cluster4,cluster4
47,TCGA-76-4931-01,cluster5,cluster4
47,TCGA-26-5135-01,cluster5,cluster5
48,TCGA-06-2561-01,cluster4,cluster1
48,TCGA-76-4931-01,cluster5,cluster4
48,TCGA-06-5418-01,cluster5,cluster5
48,TCGA-06-2569-01,cluster1,cluster1
48,TCGA-06-0649-01,cluster4,cluster4
49,TCGA-28-5215-01,cluster5,cluster1
49,TCGA-12-3653-01,cluster1,cluster1
49,TCGA-19-2625-01,cluster2,cluster4
49,TCGA-76-4928-01,cluster4,cluster5
49,TCGA-76-4931-01,cluster5,cluster4
50,TCGA-06-5410-01,cluster4,cluster5
50,TCGA-76-4931-01,cluster4,cluster4
50,TCGA-06-5417-01,cluster3,cluster3
50,TCGA-12-5299-01,cluster5,cluster5
50,TCGA-41-4097-01,cluster4,cluster1
51,TCGA-06-5418-01,cluster5,cluster5
51,TCGA-06-5416-01,cluster5,cluster5
51,TCGA-06-0649-01,cluster4,cluster4
51,TCGA-19-2625-01,cluster4,cluster4
51,TCGA-06-0157-01,cluster4,cluster4
52,TCGA-14-1034-01,cluster4,cluster4
52,TCGA-06-0210-01,cluster5,cluster2
52,TCGA-27-1835-01,cluster1,cluster1
52,TCGA-06-5408-01,cluster5,cluster5
52,TCGA-06-0157-01,cluster4,cluster4
53,TCGA-76-4932-01,cluster4,cluster3
53,TCGA-41-4097-01,cluster4,cluster1
53,TCGA-06-2569-01,cluster1,cluster1
53,TCGA-76-4931-01,cluster5,cluster4
53,TCGA-26-5135-01,cluster5,cluster5
54,TCGA-12-0616-01,cluster5,cluster5
54,TCGA-19-2625-01,cluster4,cluster4
54,TCGA-26-5139-01,cluster4,cluster1
54,TCGA-06-2561-01,cluster4,cluster1
54,TCGA-76-4932-01,cluster4,cluster3
55,TCGA-06-0649-01,cluster4,cluster4
55,TCGA-28-5209-01,cluster5,cluster1
55,TCGA-12-0616-01,cluster5,cluster5
55,TCGA-27-1832-01,cluster4,cluster4
55,TCGA-12-1597-01,cluster5,cluster2
56,TCGA-06-0210-01,cluster1,cluster2
56,TCGA-06-5417-01,cluster3,cluster3
56,TCGA-06-5410-01,cluster1,cluster5
56,TCGA-06-5418-01,cluster1,cluster5
56,TCGA-27-1832-01,cluster4,cluster4
57,TCGA-76-4931-01,cluster4,cluster4
57,TCGA-14-2554-01,cluster4,cluster4
57,TCGA-06-2563-01,cluster4,cluster1
57,TCGA-06-2569-01,cluster1,cluster1
57,TCGA-26-5139-01,cluster4,cluster1
58,TCGA-76-4929-01,cluster4,cluster5
58,TCGA-32-1982-01,cluster4,cluster1
58,TCGA-14-1823-01,cluster4,cluster4
58,TCGA-06-2561-01,cluster4,cluster1
58,TCGA-06-1804-01,cluster4,cluster4
59,TCGA-41-4097-01,cluster4,cluster1
59,TCGA-16-1045-01,cluster5,cluster2
59,TCGA-06-2561-01,cluster4,cluster1
59,TCGA-06-0210-01,cluster5,cluster2
59,TCGA-12-3653-01,cluster1,cluster1
60,TCGA-27-1835-01,cluster1,cluster1
60,TCGA-28-5209-01,cluster5,cluster1
60,TCGA-41-5651-01,cluster3,cluster5
60,TCGA-06-5408-01,cluster5,cluster5
60,TCGA-32-4213-01,cluster5,cluster5
61,TCGA-26-5135-01,cluster5,cluster5
61,TCGA-06-0649-01,cluster4,cluster4
61,TCGA-06-5417-01,cluster3,cluster3
61,TCGA-06-0157-01,cluster4,cluster4
61,TCGA-06-0210-01,cluster5,cluster2
62,TCGA-41-4097-01,cluster4,cluster1
62,TCGA-76-4929-01,cluster4,cluster5
62,TCGA-14-0790-01,cluster1,cluster1
62,TCGA-27-1832-01,cluster4,cluster4
62,TCGA-16-1045-01,cluster3,cluster2
63,TCGA-41-4097-01,cluster4,cluster1
63,TCGA-06-5410-01,cluster1,cluster5
63,TCGA-27-1832-01,cluster4,cluster4
63,TCGA-14-0790-01,cluster1,cluster1
63,TCGA-06-2561-01,cluster4,cluster1
64,TCGA-06-5416-01,cluster5,cluster5
64,TCGA-06-2561-01,cluster4,cluster1
64,TCGA-06-0210-01,cluster5,cluster2
64,TCGA-27-1835-01,cluster1,cluster1
64,TCGA-27-2526-01,cluster4,cluster1
65,TCGA-26-5139-01,cluster4,cluster1
65,TCGA-41-4097-01,cluster4,cluster1
65,TCGA-06-2569-01,cluster1,cluster1
65,TCGA-06-5418-01,cluster5,cluster5
65,TCGA-14-1823-01,cluster4,cluster4
66,TCGA-41-5651-01,cluster4,cluster5
66,TCGA-76-4931-01,cluster5,cluster4
66,TCGA-06-0157-01,cluster4,cluster4
66,TCGA-12-5299-01,cluster5,cluster5
66,TCGA-06-5410-01,cluster5,cluster5
67,TCGA-06-1804-01,cluster4,cluster4
67,TCGA-06-0649-01,cluster4,cluster4
67,TCGA-12-5299-01,cluster5,cluster5
67,TCGA-27-2526-01,cluster1,cluster1
67,TCGA-76-4928-01,cluster4,cluster5
68,TCGA-06-5417-01,cluster3,cluster3
68,TCGA-28-5209-01,cluster5,cluster1
68,TCGA-06-2563-01,cluster5,cluster1
68,TCGA-06-0649-01,cluster4,cluster4
68,TCGA-76-4931-01,cluster5,cluster4
69,TCGA-27-2526-01,cluster4,cluster1
69,TCGA-06-1804-01,cluster4,cluster4
69,TCGA-06-2563-01,cluster5,cluster1
69,TCGA-06-5417-01,cluster3,cluster3
69,TCGA-26-5139-01,cluster4,cluster1
70,TCGA-06-1804-01,cluster4,cluster4
70,TCGA-27-1835-01,cluster1,cluster1
70,TCGA-19-1390-01,cluster5,cluster5
70,TCGA-12-1597-01,cluster5,cluster2
70,TCGA-28-5209-01,cluster5,cluster1
71,TCGA-41-4097-01,cluster4,cluster1
71,TCGA-27-1832-01,cluster4,cluster4
71,TCGA-06-5417-01,cluster3,cluster3
71,TCGA-12-5299-01,cluster5,cluster5
71,TCGA-06-5408-01,cluster5,cluster5
72,TCGA-06-0157-01,cluster4,cluster4
72,TCGA-41-4097-01,cluster4,cluster1
72,TCGA-06-2569-01,cluster1,cluster1
72,TCGA-06-2561-01,cluster4,cluster1
72,TCGA-32-4213-01,cluster5,cluster5
73,TCGA-06-5408-01,cluster5,cluster5
73,TCGA-76-4931-01,cluster4,cluster4
73,TCGA-06-5417-01,cluster3,cluster3
73,TCGA-06-2561-01,cluster4,cluster1
73,TCGA-12-0616-01,cluster5,cluster5
74,TCGA-27-1835-01,cluster1,cluster1
74,TCGA-06-5408-01,cluster5,cluster5
74,TCGA-06-5417-01,cluster3,cluster3
74,TCGA-12-0616-01,cluster5,cluster5
74,TCGA-06-2570-01,cluster3,cluster3
75,TCGA-76-4929-01,cluster4,cluster5
75,TCGA-12-5299-01,cluster5,cluster5
75,TCGA-16-1045-01,cluster4,cluster2
75,TCGA-14-2554-01,cluster4,cluster4
75,TCGA-27-2526-01,cluster4,cluster1
76,TCGA-26-5139-01,cluster4,cluster1
76,TCGA-32-4213-01,cluster5,cluster5
76,TCGA-28-5215-01,cluster5,cluster1
76,TCGA-06-2563-01,cluster5,cluster1
76,TCGA-06-5408-01,cluster5,cluster5
77,TCGA-27-1832-01,cluster4,cluster4
77,TCGA-12-1597-01,cluster5,cluster2
77,TCGA-32-4213-01,cluster5,cluster5
77,TCGA-06-2563-01,cluster5,cluster1
77,TCGA-76-4932-01,cluster4,cluster3
78,TCGA-14-1034-01,cluster1,cluster4
78,TCGA-06-2561-01,cluster4,cluster1
78,TCGA-26-5135-01,cluster5,cluster5
78,TCGA-41-5651-01,cluster4,cluster5
78,TCGA-16-1045-01,cluster4,cluster2
79,TCGA-41-4097-01,cluster4,cluster1
79,TCGA-76-4932-01,cluster2,cluster3
79,TCGA-06-5408-01,cluster5,cluster5
79,TCGA-27-2526-01,cluster1,cluster1
79,TCGA-06-0168-01,cluster4,cluster4
80,TCGA-14-0790-01,cluster1,cluster1
80,TCGA-19-2625-01,cluster4,cluster4
80,TCGA-12-5299-01,cluster5,cluster5
80,TCGA-06-5417-01,cluster3,cluster3
80,TCGA-41-5651-01,cluster4,cluster5
81,TCGA-06-1804-01,cluster4,cluster4
81,TCGA-06-2570-01,cluster3,cluster3
81,TCGA-19-1390-01,cluster5,cluster5
81,TCGA-06-5417-01,cluster3,cluster3
81,TCGA-14-0790-01,cluster1,cluster1
82,TCGA-32-1982-01,cluster4,cluster1
82,TCGA-06-0649-01,cluster4,cluster4
82,TCGA-76-4928-01,cluster4,cluster5
82,TCGA-06-2570-01,cluster3,cluster3
82,TCGA-06-2569-01,cluster1,cluster1
83,TCGA-28-5215-01,cluster5,cluster1
83,TCGA-06-2561-01,cluster4,cluster1
83,TCGA-27-1832-01,cluster4,cluster4
83,TCGA-41-4097-01,cluster4,cluster1
83,TCGA-14-1034-01,cluster4,cluster4
84,TCGA-76-4928-01,cluster2,cluster5
84,TCGA-06-2570-01,cluster3,cluster3
84,TCGA-76-4929-01,cluster4,cluster5
84,TCGA-06-2561-01,cluster2,cluster1
84,TCGA-06-2569-01,cluster1,cluster1
85,TCGA-06-0210-01,cluster5,cluster2
85,TCGA-14-1034-01,cluster4,cluster4
85,TCGA-06-2563-01,cluster4,cluster1
85,TCGA-12-1597-01,cluster5,cluster2
85,TCGA-27-1832-01,cluster4,cluster4
86,TCGA-28-5209-01,cluster5,cluster1
86,TCGA-32-4213-01,cluster5,cluster5
86,TCGA-27-1835-01,cluster1,cluster1
86,TCGA-12-1597-01,cluster5,cluster2
86,TCGA-28-5215-01,cluster5,cluster1
87,TCGA-28-5209-01,cluster5,cluster1
87,TCGA-14-1823-01,cluster4,cluster4
87,TCGA-27-2526-01,cluster4,cluster1
87,TCGA-26-5139-01,cluster4,cluster1
87,TCGA-06-0210-01,cluster5,cluster2
88,TCGA-06-0210-01,cluster5,cluster2
88,TCGA-06-2561-01,cluster3,cluster1
88,TCGA-76-4929-01,cluster4,cluster5
88,TCGA-06-2569-01,cluster1,cluster1
88,TCGA-14-2554-01,cluster4,cluster4
89,TCGA-06-0210-01,cluster5,cluster2
89,TCGA-14-0790-01,cluster1,cluster1
89,TCGA-06-5408-01,cluster5,cluster5
89,TCGA-28-5215-01,cluster5,cluster1
89,TCGA-26-5139-01,cluster4,cluster1
90,TCGA-41-5651-01,cluster4,cluster5
90,TCGA-19-1390-01,cluster5,cluster5
90,TCGA-06-5410-01,cluster5,cluster5
90,TCGA-06-0157-01,cluster4,cluster4
90,TCGA-16-1045-01,cluster4,cluster2
91,TCGA-06-5416-01,cluster5,cluster5
91,TCGA-06-5418-01,cluster5,cluster5
91,TCGA-06-0210-01,cluster5,cluster2
91,TCGA-14-1823-01,cluster4,cluster4
91,TCGA-06-0157-01,cluster4,cluster4
92,TCGA-06-2563-01,cluster4,cluster1
92,TCGA-76-4932-01,cluster4,cluster3
92,TCGA-06-0210-01,cluster5,cluster2
92,TCGA-76-4931-01,cluster5,cluster4
92,TCGA-27-1835-01,cluster1,cluster1
93,TCGA-27-1832-01,cluster4,cluster4
93,TCGA-14-2554-01,cluster4,cluster4
93,TCGA-19-2625-01,cluster4,cluster4
93,TCGA-06-5410-01,cluster4,cluster5
93,TCGA-06-0157-01,cluster4,cluster4
94,TCGA-06-5416-01,cluster5,cluster5
94,TCGA-14-2554-01,cluster4,cluster4
94,TCGA-16-1045-01,cluster4,cluster2
94,TCGA-76-4929-01,cluster4,cluster5
94,TCGA-41-5651-01,cluster4,cluster5
95,TCGA-27-2526-01,cluster1,cluster1
95,TCGA-06-0168-01,cluster4,cluster4
95,TCGA-06-0157-01,cluster4,cluster4
95,TCGA-28-5209-01,cluster5,cluster1
95,TCGA-12-5299-01,cluster5,cluster5
96,TCGA-06-5417-01,cluster3,cluster3
96,TCGA-41-5651-01,cluster4,cluster5
96,TCGA-06-5416-01,cluster5,cluster5
96,TCGA-12-5299-01,cluster5,cluster5
96,TCGA-27-1832-01,cluster4,cluster4
97,TCGA-32-1982-01,cluster4,cluster1
97,TCGA-76-4928-01,cluster4,cluster5
97,TCGA-06-2570-01,cluster3,cluster3
97,TCGA-14-1823-01,cluster4,cluster4
97,TCGA-41-4097-01,cluster4,cluster1
98,TCGA-26-5135-01,cluster5,cluster5
98,TCGA-76-4932-01,cluster4,cluster3
98,TCGA-41-5651-01,cluster4,cluster5
98,TCGA-12-0616-01,cluster5,cluster5
98,TCGA-19-2625-01,cluster2,cluster4
99,TCGA-41-4097-01,cluster4,cluster1
99,TCGA-14-1034-01,cluster1,cluster4
99,TCGA-27-1832-01,cluster4,cluster4
99,TCGA-14-1823-01,cluster4,cluster4
99,TCGA-12-5299-01,cluster5,cluster5
100,TCGA-06-2563-01,cluster1,cluster1
100,TCGA-12-1597-01,cluster5,cluster2
100,TCGA-32-4213-01,cluster1,cluster5
100,TCGA-28-5215-01,cluster5,cluster1
100,TCGA-06-5417-01,cluster3,cluster3
101,TCGA-06-0157-01,cluster4,cluster4
101,TCGA-28-5209-01,cluster5,cluster1
101,TCGA-06-0210-01,cluster5,cluster2
101,TCGA-41-4097-01,cluster4,cluster1
101,TCGA-12-3653-01,cluster1,cluster1
102,TCGA-76-4929-01,cluster4,cluster5
102,TCGA-41-5651-01,cluster5,cluster5
102,TCGA-06-0210-01,cluster5,cluster2
102,TCGA-27-2526-01,cluster1,cluster1
102,TCGA-12-0616-01,cluster5,cluster5
103,TCGA-06-2561-01,cluster4,cluster1
103,TCGA-12-0616-01,cluster5,cluster5
103,TCGA-06-5410-01,cluster4,cluster5
103,TCGA-32-4213-01,cluster4,cluster5
103,TCGA-14-0790-01,cluster1,cluster1
104,TCGA-06-2561-01,cluster4,cluster1
104,TCGA-06-5408-01,cluster5,cluster5
104,TCGA-76-4932-01,cluster1,cluster3
104,TCGA-28-5209-01,cluster5,cluster1
104,TCGA-19-1390-01,cluster5,cluster5
105,TCGA-19-2625-01,cluster4,cluster4
105,TCGA-06-2561-01,cluster4,cluster1
105,TCGA-27-1835-01,cluster1,cluster1
105,TCGA-14-2554-01,cluster1,cluster4
105,TCGA-06-1804-01,cluster4,cluster4
106,TCGA-76-4928-01,cluster4,cluster5
106,TCGA-26-5139-01,cluster4,cluster1
106,TCGA-12-0616-01,cluster5,cluster5
106,TCGA-26-5135-01,cluster5,cluster5
106,TCGA-76-4929-01,cluster4,cluster5
107,TCGA-27-1832-01,cluster4,cluster4
107,TCGA-14-1034-01,cluster1,cluster4
107,TCGA-76-4931-01,cluster5,cluster4
107,TCGA-41-5651-01,cluster4,cluster5
107,TCGA-27-1835-01,cluster1,cluster1
108,TCGA-06-2570-01,cluster3,cluster3
108,TCGA-14-0790-01,cluster1,cluster1
108,TCGA-06-5417-01,cluster3,cluster3
108,TCGA-41-4097-01,cluster4,cluster1
108,TCGA-16-1045-01,cluster5,cluster2
109,TCGA-14-1823-01,cluster4,cluster4
109,TCGA-28-5215-01,cluster5,cluster1
109,TCGA-16-1045-01,cluster5,cluster2
109,TCGA-26-5139-01,cluster4,cluster1
109,TCGA-06-0649-01,cluster4,cluster4
110,TCGA-06-2569-01,cluster1,cluster1
110,TCGA-19-2625-01,cluster4,cluster4
110,TCGA-41-4097-01,cluster4,cluster1
110,TCGA-14-2554-01,cluster4,cluster4
110,TCGA-19-1390-01,cluster5,cluster5
111,TCGA-32-1982-01,cluster2,cluster1
111,TCGA-14-1823-01,cluster4,cluster4
111,TCGA-76-4932-01,cluster2,cluster3
111,TCGA-06-0157-01,cluster4,cluster4
111,TCGA-16-1045-01,cluster2,cluster2
112,TCGA-06-2563-01,cluster5,cluster1
112,TCGA-14-1823-01,cluster4,cluster4
112,TCGA-06-2570-01,cluster3,cluster3
112,TCGA-26-5139-01,cluster4,cluster1
112,TCGA-06-5418-01,cluster5,cluster5
113,TCGA-27-2526-01,cluster1,cluster1
113,TCGA-06-0649-01,cluster4,cluster4
113,TCGA-12-0616-01,cluster5,cluster5
113,TCGA-06-5418-01,cluster5,cluster5
113,TCGA-06-1804-01,cluster4,cluster4
114,TCGA-14-1823-01,cluster4,cluster4
114,TCGA-14-0790-01,cluster1,cluster1
114,TCGA-27-1835-01,cluster1,cluster1
114,TCGA-76-4932-01,cluster4,cluster3
114,TCGA-26-5135-01,cluster5,cluster5
115,TCGA-14-0790-01,cluster1,cluster1
115,TCGA-26-5135-01,cluster5,cluster5
115,TCGA-76-4932-01,cluster1,cluster3
115,TCGA-06-5410-01,cluster1,cluster5
115,TCGA-12-1597-01,cluster5,cluster2
116,TCGA-06-2561-01,cluster4,cluster1
116,TCGA-06-2563-01,cluster5,cluster1
116,TCGA-14-0790-01,cluster1,cluster1
116,TCGA-76-4932-01,cluster4,cluster3
116,TCGA-14-1034-01,cluster4,cluster4
117,TCGA-76-4931-01,cluster4,cluster4
